nom,date,min_minutes_to_active_zone
Ankoro,2026-05-23,1040.742
Mulongo,2026-05-23,914.949
Lwamba,2026-05-23,1000.437
Mukanga,2026-05-23,996.726
Malemba Nkulu,2026-05-23,1033.683
Kinda,2026-05-23,1474.495
Kamina,2026-05-23,1391.348
Kikwit Sud,2026-05-23,1776.556
Kenya,2026-05-23,1518.362
Kamalondo,2026-05-23,1505.127
Tshamilemba,2026-05-23,1488.954
Pweto,2026-05-23,916.771
Lukafu,2026-05-23,1318.415
Mufunga Sampwe,2026-05-23,1202.738
Kilwa,2026-05-23,1063.688
Kapolowe,2026-05-23,1405.015
Panda,2026-05-23,1418.137
Kashobwe,2026-05-23,1184.191
Kampemba,2026-05-23,1528.181
Ruashi,2026-05-23,1530.417
Bena Tshadi,2026-05-23,1324.849
Yangala,2026-05-23,1192.02
Ilebo,2026-05-23,1562.02
Luebo,2026-05-23,1358.21
Bena Leka,2026-05-23,1348.581
Muetshi,2026-05-23,1258.977
Tshikula,2026-05-23,1141.381
Dibaya,2026-05-23,1132.133
Kalomba,2026-05-23,1460.3
Tshibala,2026-05-23,1414.218
Mushenge,2026-05-23,1507.321
Bulape,2026-05-23,1484.208
Masuika,2026-05-23,1307.168
Luiza,2026-05-23,1249.377
Katoka,2026-05-23,1211.52
Ndesha,2026-05-23,1206.657
Tshikaji,2026-05-23,1203.582
Bilomba,2026-05-23,1302.069
Ndekesha,2026-05-23,1314.406
Bunkonde,2026-05-23,1186.223
Mikalayi,2026-05-23,1250.342
Luambo,2026-05-23,1481.075
Katende,2026-05-23,1161.302
Ndjoko Mpunda,2026-05-23,1425.432
Lubondaie,2026-05-23,1174.426
Kakenge,2026-05-23,1449.379
Rwampara,2026-05-23,33.084
Bunia,2026-05-23,30.602
Jiba,2026-05-23,96.34
Linga,2026-05-23,97.375
Mangala,2026-05-23,53.639
Damas,2026-05-23,62.702
Fataki,2026-05-23,61.153
Drodro,2026-05-23,42.876
Tchomia,2026-05-23,55.844
Rethy,2026-05-23,93.725
Nyankunde,2026-05-23,33.084
Nizi,2026-05-23,26.115
Bambu,2026-05-23,26.115
Kilo,2026-05-23,37.958
Mongbwalu,2026-05-23,61.266
Komanda,2026-05-23,67.587
Gety,2026-05-23,54.867
Boga,2026-05-23,90.232
Nia Nia,2026-05-23,262.259
Mandima,2026-05-23,133.556
Lolwa,2026-05-23,72.325
Lita,2026-05-23,26.948
Boma Mangbetu,2026-05-23,441.173
Isiro,2026-05-23,515.725
Wamba,2026-05-23,447.215
Doruma,2026-05-23,589.875
Pawa,2026-05-23,479.196
Niangara,2026-05-23,457.536
Rungu,2026-05-23,378.922
Mambasa,2026-05-23,178.857
Rimba,2026-05-23,99.545
Logo,2026-05-23,111.708
Angumu,2026-05-23,145.602
Nyarambe,2026-05-23,124.182
Mahagi,2026-05-23,88.384
Makoro,2026-05-23,92.9
Kambala,2026-05-23,94.341
Biringi,2026-05-23,83.768
Laybo,2026-05-23,79.829
Ariwara,2026-05-23,44.323
Adi,2026-05-23,86.622
Aru,2026-05-23,196.427
Adja,2026-05-23,51.629
Aungba,2026-05-23,43.416
Faradje,2026-05-23,199.518
Gombari,2026-05-23,277.455
Dungu,2026-05-23,316.186
Watsa,2026-05-23,168.911
Demba,2026-05-23,1268.433
Mutoto,2026-05-23,1210.09
Lubunga (Kasaï-Central),2026-05-23,1144.105
Kananga,2026-05-23,1205.625
Maluku 2,2026-05-23,2242.767
Nselo,2026-05-23,2479.35
Lomela,2026-05-23,994.837
Nioki,2026-05-23,2161.473
Bolobo,2026-05-23,2472.987
Mushie,2026-05-23,2328.741
Kwamouth,2026-05-23,2279.666
Mokala,2026-05-23,1930.53
Kisanji,2026-05-23,1788.91
Lukonga,2026-05-23,1198.533
Tunda,2026-05-23,759.036
Bosobolo,2026-05-23,1625.52
Businga,2026-05-23,1374.551
Boto,2026-05-23,1737.858
Lisala,2026-05-23,1326.598
Ndage,2026-05-23,1450.283
Mwela Lembwa,2026-05-23,2032.104
Kingabwa,2026-05-23,2283.415
Likati,2026-05-23,999.122
Yahuma,2026-05-23,923.7
Ikela,2026-05-23,1100.398
Lubunga (Tshopo),2026-05-23,675.473
Ubundu,2026-05-23,779.871
Kailo,2026-05-23,660.155
Ototo,2026-05-23,1158.113
Tshumbe,2026-05-23,970.833
Lusangi,2026-05-23,505.361
Bobozo,2026-05-23,1208.38
Punia,2026-05-23,591.8
Kyondo,2026-05-23,30.462
Mabalako,2026-05-23,46.456
Biena,2026-05-23,62.563
Masereka,2026-05-23,58.731
Lubero,2026-05-23,102.177
Manguredjipa,2026-05-23,108.605
Mutwanga,2026-05-23,109.488
Kamango,2026-05-23,144.098
Oicha,2026-05-23,100.687
Binza,2026-05-23,133.749
Rwanguba,2026-05-23,85.073
Rutshuru,2026-05-23,63.754
Birambizo,2026-05-23,82.055
Beni,2026-05-23,56.666
Vuhovi,2026-05-23,12.276
Musienene,2026-05-23,88.732
Butembo,2026-05-23,9.252
Katwa,2026-05-23,9.291
Kayna,2026-05-23,130.266
Goma,2026-05-23,254.962
Karisimbi,2026-05-23,9.047
Kibua,2026-05-23,135.184
Masisi,2026-05-23,84.837
Mweso,2026-05-23,99.796
Kirotshe,2026-05-23,26.589
Pinga,2026-05-23,155.239
Walikale,2026-05-23,279.357
Kibirizi,2026-05-23,185.532
Kalunguta,2026-05-23,60.569
Alimbongo,2026-05-23,85.836
Nyiragongo,2026-05-23,34.033
Katoyi,2026-05-23,64.249
Bambo,2026-05-23,93.681
Itebero,2026-05-23,162.6
Mwana,2026-05-23,113.383
Kaziba,2026-05-23,99.044
Nyantende,2026-05-23,44.887
Nyangezi,2026-05-23,65.127
Kabare,2026-05-23,27.4
Mubumbano,2026-05-23,84.446
Walungu,2026-05-23,61.31
Haut Plateau,2026-05-23,183.033
Kaniola,2026-05-23,89.54
Kalonge,2026-05-23,64.418
Bunyakiri,2026-05-23,80.118
Uvira,2026-05-23,158.01
Kitutu,2026-05-23,300.705
Kamituga,2026-05-23,218.24
Itombwe,2026-05-23,326.114
Minembwe,2026-05-23,327.593
Nundu,2026-05-23,220.864
Ruzizi,2026-05-23,126.882
Lemera,2026-05-23,125.666
Fizi,2026-05-23,341.46
Shabunda,2026-05-23,385.56
Lulingu,2026-05-23,356.995
Kalole,2026-05-23,317.261
Mwenga,2026-05-23,147.161
Mulungu,2026-05-23,202.36
Bagira,2026-05-23,29.803
Kadutu,2026-05-23,32.752
Ibanda,2026-05-23,34.232
Katana,2026-05-23,22.804
Lualaba,2026-05-23,1726.743
Kafakumba,2026-05-23,1397.578
Kanzenze,2026-05-23,1531.284
Kasaji,2026-05-23,1718.377
Dilolo,2026-05-23,1652.106
Sandoa,2026-05-23,1590.796
Kalamba,2026-05-23,1297.366
Lubudi,2026-05-23,1657.832
Bunkeya,2026-05-23,1310.225
Fungurume,2026-05-23,1397.999
Kambove,2026-05-23,1372.605
Lubumbashi,2026-05-23,1478.178
Kisanga,2026-05-23,1515.2
Katuba,2026-05-23,1518.865
Mumbunda,2026-05-23,1495.526
Kipushi,2026-05-23,1505.074
Sakania,2026-05-23,1784.732
Kafubu,2026-05-23,1527.373
Kilela Balanda,2026-05-23,1450.958
Manika,2026-05-23,1454.642
Vangu,2026-05-23,1476.576
Kowe,2026-05-23,1475.465
Mitwaba,2026-05-23,1070.604
Gombe,2026-05-23,2290.386
Minova,2026-05-23,72.355
Kalehe,2026-05-23,49.147
Miti Murhesa,2026-05-23,255.092
Idjwi,2026-05-23,
Aba,2026-05-23,133.775
Masina 2,2026-05-23,2277.658
Kapanga,2026-05-23,1410.693
Dilala,2026-05-23,1651.828
Mutshatsha,2026-05-23,1681.666
Kikula,2026-05-23,1343.101
Kimbi Lulenge,2026-05-23,394.767
Ferekeni,2026-05-23,566.382
Wapinda,2026-05-23,1159.748
Likasi,2026-05-23,1354.124
Kasenga,2026-05-23,1595.608
Ntandembelo,2026-05-23,2107.332
Yumbi,2026-05-23,2397.31
Tshudi Loto,2026-05-23,1200.998
Kiri,2026-05-23,1975.091
Busanga,2026-05-23,1261.078
Yalifafu,2026-05-23,1178.352
Dekese,2026-05-23,1333.704
Mimia,2026-05-23,2115.838
Makanza,2026-05-23,1732.256
Bomongo,2026-05-23,1931.143
Mampoko,2026-05-23,1732.256
Pendjwa,2026-05-23,1822.808
Bokungu,2026-05-23,1311.16
Wema,2026-05-23,1563.714
Befale,2026-05-23,1359.275
Lotumbe,2026-05-23,1774.361
Monkoto,2026-05-23,1637.812
Djombo,2026-05-23,1477.44
Bongandanga,2026-05-23,1269.738
Lingomo,2026-05-23,1187.31
Basankusu,2026-05-23,1569.396
Boende,2026-05-23,1451.927
Mompono,2026-05-23,1219.311
Monieka,2026-05-23,1483.158
Banzow Moke,2026-05-23,1966.23
Inongo,2026-05-23,1904.594
Wangata,2026-05-23,1861.89
Bolenge,2026-05-23,1855.178
Bolomba,2026-05-23,1702.202
Ingende,2026-05-23,1672.773
Iboko,2026-05-23,1740.182
Irebu,2026-05-23,2166.166
Mbandaka,2026-05-23,1867.972
Lukolela,2026-05-23,2144.9
Bikoro,2026-05-23,1799.82
Ntondo,2026-05-23,2113.257
Lilanga Bobangi,2026-05-23,1860.225
Wembo Nyama,2026-05-24,894.588
Kole,2026-05-24,1164.124
Pania Mutombo,2026-05-24,1033.837
Minga,2026-05-24,1017.356
Lusambo,2026-05-24,1171.956
Dikungu,2026-05-24,1010.232
Vanga Kete,2026-05-24,978.745
Lodja,2026-05-24,976.012
Omendjadi,2026-05-24,1022.676
Djalo Ndjeka,2026-05-24,869.747
Katako Kombe,2026-05-24,745.91
Bena Dibele,2026-05-24,1074.774
Kamiji,2026-05-24,1091.66
Citenge,2026-05-24,1012.946
Miabi,2026-05-24,1081.922
Ngandajika,2026-05-24,1018.263
Mulumba,2026-05-24,1001.705
Tshilenge,2026-05-24,1009.086
Cilundu,2026-05-24,1079.028
Lubao,2026-05-24,728.155
Kalonda Est,2026-05-24,892.066
Kabinda,2026-05-24,894.062
Ludimbi Lukula,2026-05-24,903.717
Kalambayi Kabanga,2026-05-24,995.594
Makota,2026-05-24,1096.446
Mweneditu,2026-05-24,1093.867
Wikong,2026-05-24,1181.946
Luputa,2026-05-24,1125.778
Kanda Kanda,2026-05-24,1056.526
Bonzola,2026-05-24,1025.521
Dibindi,2026-05-24,1021.749
Kansele,2026-05-24,1024.287
Muya,2026-05-24,1027.038
Diulu,2026-05-24,1026.853
Bipemba,2026-05-24,1029.088
Mpokolo,2026-05-24,1032.563
Nzaba,2026-05-24,1031.964
Kabeya Kamwanga,2026-05-24,1088.883
Mukumbi,2026-05-24,1063.607
Lukelenge,2026-05-24,1027.003
Tshishimbi,2026-05-24,1042.132
Lubilanji,2026-05-24,1022.375
Kamana,2026-05-24,754.383
Kasansa,2026-05-24,1022.247
Bibanga,2026-05-24,961.202
Kalenda,2026-05-24,1162.295
Tshofa,2026-05-24,814.892
Pimu,2026-05-24,1385.874
Nyanga,2026-05-24,1516.502
Kalonda Ouest,2026-05-24,1463.934
Kamonia,2026-05-24,1511.097
Mutena,2026-05-24,1475.032
Banga Lubaka,2026-05-24,1597.054
Kamwesha,2026-05-24,1405.315
Mweka,2026-05-24,1451.404
Moba,2026-05-24,948.036
Bogosenubea,2026-05-24,1626.568
Muanda,2026-05-24,2821.208
Kitona,2026-05-24,2846.946
Boma,2026-05-24,2735.228
Boma Bungu,2026-05-24,2731.474
Seke Banza,2026-05-24,2701.59
Inga,2026-05-24,2673.39
Lukula,2026-05-24,2802.873
Tshela,2026-05-24,2845.499
Vaku,2026-05-24,2797.686
Kizu,2026-05-24,2835.126
Kibunzi,2026-05-24,2682.782
Luozi,2026-05-24,2629.592
Kimpangu,2026-05-24,2495.988
Ngidinga,2026-05-24,2477.146
Boko Kivulu,2026-05-24,2434.859
Mbanza Ngungu,2026-05-24,2439.311
Kwilu Ngongo,2026-05-24,2463.844
Kisantu,2026-05-24,2413.256
Mikope,2026-05-24,1673.228
Oshwe,2026-05-24,2228.596
Bosobe,2026-05-24,2229.482
Bokoro,2026-05-24,2150.58
Masi Manimba,2026-05-24,1946.486
Yasa Bonga,2026-05-24,1971.173
Idiofa,2026-05-24,1746.009
Ipamu,2026-05-24,1850.893
Koshibanda,2026-05-24,1721.341
Kingandu,2026-05-24,1840.053
Bulungu,2026-05-24,1845.425
Bagata,2026-05-24,2019.286
Bandundu,2026-05-24,2149.21
Kajiji,2026-05-24,1914.568
Kikwit Nord,2026-05-24,1776.14
Lusanga,2026-05-24,1795.01
Feshi,2026-05-24,1988.462
Wamba Lwadi,2026-05-24,2096.527
Panzi,2026-05-24,2007.367
Tembo,2026-05-24,2222.17
Moanza,2026-05-24,1946.053
Kimbao,2026-05-24,2092.984
Kenge,2026-05-24,2013.004
Boko,2026-05-24,2079.842
Viadana,2026-05-24,538.341
Poko,2026-05-24,583.795
Basali,2026-05-24,881.167
Basoko,2026-05-24,923.461
Bengamisa,2026-05-24,718.089
Yakusu,2026-05-24,716.454
Yahisuli,2026-05-24,861.86
Yabaondo,2026-05-24,823.691
Isangi,2026-05-24,765.322
Yaleko,2026-05-24,902.294
Banalia,2026-05-24,672.69
Bafwasende,2026-05-24,451.18
Bafwagbogbo,2026-05-24,490.021
Buta,2026-05-24,890.261
Titule,2026-05-24,734.801
Ganga,2026-05-24,664.036
Vanga,2026-05-24,1909.005
Djuma,2026-05-24,1921.003
Sia,2026-05-24,2014.036
Mungindu,2026-05-24,1750.92
Kimputu,2026-05-24,1854.389
Mosango,2026-05-24,1874.059
Pay Kongila,2026-05-24,1818.725
Matadi,2026-05-24,2620.708
Nzanza,2026-05-24,2624.748
Ndjili,2026-05-24,2277.063
Mont Ngafula 1,2026-05-24,2301.556
Biyela,2026-05-24,2283.38
Kikimi,2026-05-24,2286.928
Lemba,2026-05-24,2285.366
Matete,2026-05-24,2278.85
Kisenso,2026-05-24,2282.076
Lingwala,2026-05-24,2287.792
Barumbu,2026-05-24,2288.203
Kinshasa,2026-05-24,2286.496
Limete,2026-05-24,2282.42
Kalamu 2,2026-05-24,2285.568
Kalamu 1,2026-05-24,2283.973
Bumbu,2026-05-24,2292.356
Makala,2026-05-24,2285.209
Ngaba,2026-05-24,2282.348
Bandalungwa,2026-05-24,2289.96
Selembao,2026-05-24,2287.98
Masina 1,2026-05-24,2272.9
Kintambo,2026-05-24,2291.997
Kasa Vubu,2026-05-24,2287.139
Ngiri Ngiri,2026-05-24,2289.067
Binza Meteo,2026-05-24,2298.058
Binza Ozone,2026-05-24,2298.753
Kikongo,2026-05-24,2102.955
Mont Ngafula 2,2026-05-24,2304.813
Sona Bata,2026-05-24,2381.099
Nsele,2026-05-24,2267.748
Kanzala,2026-05-24,1456.533
Tshikapa,2026-05-24,1498.034
Kingasani,2026-05-24,2271.653
Kimbanseke,2026-05-24,2280.415
Bwamanda,2026-05-24,1663.436
Kungu,2026-05-24,1676.268
Loko,2026-05-24,1486.498
Bangabola,2026-05-24,1626.23
Boso Mondanda,2026-05-24,1539.764
Budjala,2026-05-24,1595.439
Binga,2026-05-24,1454.561
Yamaluka,2026-05-24,1227.768
Boso Manzi,2026-05-24,1382.741
Karawa,2026-05-24,1556.665
Bominenge,2026-05-24,1572.63
Gemena,2026-05-24,1602.263
Mbaya,2026-05-24,1506.571
Bulu,2026-05-24,1505.262
Tandala,2026-05-24,1651.796
Kibombo,2026-05-24,714.785
Kindu,2026-05-24,600.817
Alunguli,2026-05-24,595.25
Kokolo,2026-05-24,2289.582
Police,2026-05-24,2288.51
Makiso Kisangani,2026-05-24,638.412
Mangobo,2026-05-24,665.779
Kabondo,2026-05-24,658.406
Tshopo,2026-05-24,687.052
Kaniama,2026-05-24,1208.956
Kalemie,2026-05-24,653.336
Kansimba,2026-05-24,763.357
Butumba,2026-05-24,1650.301
Kinkondja,2026-05-24,1042.468
Baka,2026-05-24,1423.894
Kiambi,2026-05-24,803.202
Manono,2026-05-24,873.792
Samba,2026-05-24,559.945
Kasongo,2026-05-24,533.809
Kunda,2026-05-24,684.59
Saramabila,2026-05-24,445.606
Kampene,2026-05-24,557.474
Nyemba,2026-05-24,476.87
Nyunzu,2026-05-24,641.06
Kabambare,2026-05-24,476.205
Pangi,2026-05-24,504.96
Kalima,2026-05-24,481.885
Yalimbongo,2026-05-24,1012.077
Aketi,2026-05-24,1059.645
Lolo,2026-05-24,1081.947
Yamongili,2026-05-24,1168.884
Abuzi,2026-05-24,1302.296
Yambuku,2026-05-24,1224.253
Wasolo,2026-05-24,1269.014
Bosondjo,2026-05-24,1229.988
Bumba,2026-05-24,1134.741
Mondombe,2026-05-24,1111.825
Djolu,2026-05-24,1161.106
Opienge,2026-05-24,511.066
Obokote,2026-05-24,377.894
Lowa,2026-05-24,565.904
Wanierukula,2026-05-24,613.268
Lubutu,2026-05-24,443.0
Kitenda,2026-05-24,2133.469
Kasongo Lunda,2026-05-24,2167.96
Popokabaka,2026-05-24,2231.292
Kimvula,2026-05-24,2302.244
Maluku 1,2026-05-24,2145.694
Kimpese,2026-05-24,2513.577
Nsona Mpangu,2026-05-24,2574.718
Kangu,2026-05-24,2795.493
Kuimba,2026-05-24,2847.62
Kinkonzi,2026-05-24,2777.928
Mangembo,2026-05-24,2557.79
Gombe Matadi,2026-05-24,2463.492
Massa,2026-05-24,2377.164
Bokonzi,2026-05-24,1704.207
Mawuya,2026-05-24,1726.05
Zongo,2026-05-24,1723.177
Libenge,2026-05-24,1679.283
Bili (Nord-Ubangi),2026-05-24,1607.369
Gbadolite,2026-05-24,1435.317
Mobayi Mbongo,2026-05-24,1364.943
Yakoma,2026-05-24,1256.938
Monga,2026-05-24,1171.658
Bondo,2026-05-24,1118.18
Bili (Bas-Uele),2026-05-24,961.269
Ango,2026-05-24,764.091
Opala,2026-05-24,980.665
Kahemba,2026-05-24,1913.469
Gungu,2026-05-24,1753.777
Kitangwa,2026-05-24,1605.831
Mukedi,2026-05-24,1599.789
Kongolo,2026-05-24,613.891
Mbulula,2026-05-24,698.73
Kabalo,2026-05-24,754.386
Bukama,2026-05-24,1552.22
Kabondo Dianda,2026-05-24,1113.493
Kabongo,2026-05-24,1049.515
Songa,2026-05-24,1131.019
Kayamba,2026-05-24,1071.129
Kitenge,2026-05-24,911.986
Ankoro,2026-05-24,1040.742
Mulongo,2026-05-24,914.949
Lwamba,2026-05-24,1000.437
Mukanga,2026-05-24,996.726
Malemba Nkulu,2026-05-24,1033.683
Kinda,2026-05-24,1474.495
Kamina,2026-05-24,1391.348
Kikwit Sud,2026-05-24,1776.556
Kenya,2026-05-24,1518.362
Kamalondo,2026-05-24,1505.127
Tshamilemba,2026-05-24,1488.954
Pweto,2026-05-24,916.771
Lukafu,2026-05-24,1318.415
Mufunga Sampwe,2026-05-24,1202.738
Kilwa,2026-05-24,1063.688
Kapolowe,2026-05-24,1405.015
Panda,2026-05-24,1418.137
Kashobwe,2026-05-24,1184.191
Kampemba,2026-05-24,1528.181
Ruashi,2026-05-24,1530.417
Bena Tshadi,2026-05-24,1324.849
Yangala,2026-05-24,1192.02
Ilebo,2026-05-24,1562.02
Luebo,2026-05-24,1358.21
Bena Leka,2026-05-24,1348.581
Muetshi,2026-05-24,1258.977
Tshikula,2026-05-24,1141.381
Dibaya,2026-05-24,1132.133
Kalomba,2026-05-24,1460.3
Tshibala,2026-05-24,1414.218
Mushenge,2026-05-24,1507.321
Bulape,2026-05-24,1484.208
Masuika,2026-05-24,1307.168
Luiza,2026-05-24,1249.377
Katoka,2026-05-24,1211.52
Ndesha,2026-05-24,1206.657
Tshikaji,2026-05-24,1203.582
Bilomba,2026-05-24,1302.069
Ndekesha,2026-05-24,1314.406
Bunkonde,2026-05-24,1186.223
Mikalayi,2026-05-24,1250.342
Luambo,2026-05-24,1481.075
Katende,2026-05-24,1161.302
Ndjoko Mpunda,2026-05-24,1425.432
Lubondaie,2026-05-24,1174.426
Kakenge,2026-05-24,1449.379
Rwampara,2026-05-24,33.084
Bunia,2026-05-24,30.602
Jiba,2026-05-24,96.34
Linga,2026-05-24,97.375
Mangala,2026-05-24,53.639
Damas,2026-05-24,62.702
Fataki,2026-05-24,61.153
Drodro,2026-05-24,42.876
Tchomia,2026-05-24,55.844
Rethy,2026-05-24,93.725
Nyankunde,2026-05-24,33.084
Nizi,2026-05-24,26.115
Bambu,2026-05-24,26.115
Kilo,2026-05-24,37.958
Mongbwalu,2026-05-24,61.266
Komanda,2026-05-24,67.587
Gety,2026-05-24,54.867
Boga,2026-05-24,90.232
Nia Nia,2026-05-24,262.259
Mandima,2026-05-24,137.745
Lolwa,2026-05-24,72.325
Lita,2026-05-24,26.948
Boma Mangbetu,2026-05-24,441.173
Isiro,2026-05-24,515.725
Wamba,2026-05-24,447.215
Doruma,2026-05-24,589.875
Pawa,2026-05-24,479.196
Niangara,2026-05-24,457.536
Rungu,2026-05-24,378.922
Mambasa,2026-05-24,178.857
Rimba,2026-05-24,99.545
Logo,2026-05-24,111.708
Angumu,2026-05-24,145.602
Nyarambe,2026-05-24,124.182
Mahagi,2026-05-24,88.384
Makoro,2026-05-24,92.9
Kambala,2026-05-24,94.341
Biringi,2026-05-24,83.768
Laybo,2026-05-24,79.829
Ariwara,2026-05-24,44.323
Adi,2026-05-24,86.622
Aru,2026-05-24,196.427
Adja,2026-05-24,51.629
Aungba,2026-05-24,43.416
Faradje,2026-05-24,199.518
Gombari,2026-05-24,277.455
Dungu,2026-05-24,316.186
Watsa,2026-05-24,168.911
Demba,2026-05-24,1268.433
Mutoto,2026-05-24,1210.09
Lubunga (Kasaï-Central),2026-05-24,1144.105
Kananga,2026-05-24,1205.625
Maluku 2,2026-05-24,2242.767
Nselo,2026-05-24,2479.35
Lomela,2026-05-24,994.837
Nioki,2026-05-24,2161.473
Bolobo,2026-05-24,2472.987
Mushie,2026-05-24,2328.741
Kwamouth,2026-05-24,2279.666
Mokala,2026-05-24,1930.53
Kisanji,2026-05-24,1788.91
Lukonga,2026-05-24,1198.533
Tunda,2026-05-24,759.036
Bosobolo,2026-05-24,1625.52
Businga,2026-05-24,1374.551
Boto,2026-05-24,1737.858
Lisala,2026-05-24,1326.598
Ndage,2026-05-24,1450.283
Mwela Lembwa,2026-05-24,2032.104
Kingabwa,2026-05-24,2283.415
Likati,2026-05-24,999.122
Yahuma,2026-05-24,923.7
Ikela,2026-05-24,1100.398
Lubunga (Tshopo),2026-05-24,675.473
Ubundu,2026-05-24,779.871
Kailo,2026-05-24,660.155
Ototo,2026-05-24,1158.113
Tshumbe,2026-05-24,970.833
Lusangi,2026-05-24,505.361
Bobozo,2026-05-24,1208.38
Punia,2026-05-24,591.8
Kyondo,2026-05-24,38.875
Mabalako,2026-05-24,46.456
Biena,2026-05-24,62.563
Masereka,2026-05-24,67.143
Lubero,2026-05-24,104.008
Manguredjipa,2026-05-24,108.605
Mutwanga,2026-05-24,113.677
Kamango,2026-05-24,148.287
Oicha,2026-05-24,104.876
Binza,2026-05-24,290.507
Rwanguba,2026-05-24,254.816
Rutshuru,2026-05-24,250.635
Birambizo,2026-05-24,202.233
Beni,2026-05-24,60.855
Vuhovi,2026-05-24,12.276
Musienene,2026-05-24,88.732
Butembo,2026-05-24,210.635
Katwa,2026-05-24,9.291
Kayna,2026-05-24,132.096
Goma,2026-05-24,254.962
Karisimbi,2026-05-24,254.251
Kibua,2026-05-24,254.018
Masisi,2026-05-24,203.671
Mweso,2026-05-24,219.974
Kirotshe,2026-05-24,145.423
Pinga,2026-05-24,157.069
Walikale,2026-05-24,279.357
Kibirizi,2026-05-24,188.857
Kalunguta,2026-05-24,64.758
Alimbongo,2026-05-24,87.667
Nyiragongo,2026-05-24,276.961
Katoyi,2026-05-24,183.083
Bambo,2026-05-24,248.077
Itebero,2026-05-24,162.6
Mwana,2026-05-24,113.383
Kaziba,2026-05-24,99.044
Nyantende,2026-05-24,44.887
Nyangezi,2026-05-24,65.127
Kabare,2026-05-24,27.4
Mubumbano,2026-05-24,84.446
Walungu,2026-05-24,61.31
Haut Plateau,2026-05-24,183.033
Kaniola,2026-05-24,89.54
Kalonge,2026-05-24,64.418
Bunyakiri,2026-05-24,80.118
Uvira,2026-05-24,158.01
Kitutu,2026-05-24,300.705
Kamituga,2026-05-24,218.24
Itombwe,2026-05-24,326.114
Minembwe,2026-05-24,327.593
Nundu,2026-05-24,220.864
Ruzizi,2026-05-24,126.882
Lemera,2026-05-24,125.666
Fizi,2026-05-24,341.46
Shabunda,2026-05-24,385.56
Lulingu,2026-05-24,356.995
Kalole,2026-05-24,317.261
Mwenga,2026-05-24,147.161
Mulungu,2026-05-24,202.36
Bagira,2026-05-24,29.803
Kadutu,2026-05-24,32.752
Ibanda,2026-05-24,34.232
Katana,2026-05-24,22.804
Lualaba,2026-05-24,1726.743
Kafakumba,2026-05-24,1397.578
Kanzenze,2026-05-24,1531.284
Kasaji,2026-05-24,1718.377
Dilolo,2026-05-24,1652.106
Sandoa,2026-05-24,1590.796
Kalamba,2026-05-24,1297.366
Lubudi,2026-05-24,1657.832
Bunkeya,2026-05-24,1310.225
Fungurume,2026-05-24,1397.999
Kambove,2026-05-24,1372.605
Lubumbashi,2026-05-24,1478.178
Kisanga,2026-05-24,1515.2
Katuba,2026-05-24,1518.865
Mumbunda,2026-05-24,1495.526
Kipushi,2026-05-24,1505.074
Sakania,2026-05-24,1784.732
Kafubu,2026-05-24,1527.373
Kilela Balanda,2026-05-24,1450.958
Manika,2026-05-24,1454.642
Vangu,2026-05-24,1476.576
Kowe,2026-05-24,1475.465
Mitwaba,2026-05-24,1070.604
Gombe,2026-05-24,2290.386
Minova,2026-05-24,131.679
Kalehe,2026-05-24,49.147
Miti Murhesa,2026-05-24,554.219
Idjwi,2026-05-24,
Aba,2026-05-24,133.775
Masina 2,2026-05-24,2277.658
Kapanga,2026-05-24,1410.693
Dilala,2026-05-24,1651.828
Mutshatsha,2026-05-24,1681.666
Kikula,2026-05-24,1343.101
Kimbi Lulenge,2026-05-24,394.767
Ferekeni,2026-05-24,566.382
Wapinda,2026-05-24,1159.748
Likasi,2026-05-24,1354.124
Kasenga,2026-05-24,1595.608
Ntandembelo,2026-05-24,2107.332
Yumbi,2026-05-24,2397.31
Tshudi Loto,2026-05-24,1200.998
Kiri,2026-05-24,1975.091
Busanga,2026-05-24,1261.078
Yalifafu,2026-05-24,1178.352
Dekese,2026-05-24,1333.704
Mimia,2026-05-24,2115.838
Makanza,2026-05-24,1732.256
Bomongo,2026-05-24,1931.143
Mampoko,2026-05-24,1732.256
Pendjwa,2026-05-24,1822.808
Bokungu,2026-05-24,1311.16
Wema,2026-05-24,1563.714
Befale,2026-05-24,1359.275
Lotumbe,2026-05-24,1774.361
Monkoto,2026-05-24,1637.812
Djombo,2026-05-24,1477.44
Bongandanga,2026-05-24,1269.738
Lingomo,2026-05-24,1187.31
Basankusu,2026-05-24,1569.396
Boende,2026-05-24,1451.927
Mompono,2026-05-24,1219.311
Monieka,2026-05-24,1483.158
Banzow Moke,2026-05-24,1966.23
Inongo,2026-05-24,1904.594
Wangata,2026-05-24,1861.89
Bolenge,2026-05-24,1855.178
Bolomba,2026-05-24,1702.202
Ingende,2026-05-24,1672.773
Iboko,2026-05-24,1740.182
Irebu,2026-05-24,2166.166
Mbandaka,2026-05-24,1867.972
Lukolela,2026-05-24,2144.9
Bikoro,2026-05-24,1799.82
Ntondo,2026-05-24,2113.257
Lilanga Bobangi,2026-05-24,1860.225
Wembo Nyama,2026-05-25,894.588
Kole,2026-05-25,1164.124
Pania Mutombo,2026-05-25,1033.837
Minga,2026-05-25,1017.356
Lusambo,2026-05-25,1171.956
Dikungu,2026-05-25,1010.232
Vanga Kete,2026-05-25,978.745
Lodja,2026-05-25,976.012
Omendjadi,2026-05-25,1022.676
