nom,date,min_minutes_to_active_zone
Mukanga,2026-05-18,1179.769
Malemba Nkulu,2026-05-18,1216.725
Kinda,2026-05-18,1669.835
Kamina,2026-05-18,1586.688
Kikwit Sud,2026-05-18,1971.896
Kenya,2026-05-18,1701.404
Kamalondo,2026-05-18,1688.17
Tshamilemba,2026-05-18,1671.996
Pweto,2026-05-18,1099.814
Lukafu,2026-05-18,1501.458
Mufunga Sampwe,2026-05-18,1385.781
Kilwa,2026-05-18,1246.731
Kapolowe,2026-05-18,1588.058
Panda,2026-05-18,1601.18
Kashobwe,2026-05-18,1367.234
Kampemba,2026-05-18,1711.224
Ruashi,2026-05-18,1713.46
Bena Tshadi,2026-05-18,1520.189
Yangala,2026-05-18,1387.359
Ilebo,2026-05-18,1757.36
Luebo,2026-05-18,1553.55
Bena Leka,2026-05-18,1543.921
Muetshi,2026-05-18,1454.317
Tshikula,2026-05-18,1336.721
Dibaya,2026-05-18,1327.473
Kalomba,2026-05-18,1655.64
Tshibala,2026-05-18,1609.558
Mushenge,2026-05-18,1702.66
Bulape,2026-05-18,1679.548
Masuika,2026-05-18,1502.508
Luiza,2026-05-18,1444.717
Katoka,2026-05-18,1406.86
Ndesha,2026-05-18,1401.997
Tshikaji,2026-05-18,1398.922
Bilomba,2026-05-18,1497.409
Ndekesha,2026-05-18,1509.746
Bunkonde,2026-05-18,1381.563
Mikalayi,2026-05-18,1445.682
Luambo,2026-05-18,1676.415
Katende,2026-05-18,1356.642
Ndjoko Mpunda,2026-05-18,1620.772
Lubondaie,2026-05-18,1369.765
Kakenge,2026-05-18,1644.719
Rwampara,2026-05-18,33.084
Bunia,2026-05-18,41.63
Jiba,2026-05-18,112.036
Linga,2026-05-18,113.071
Mangala,2026-05-18,79.318
Damas,2026-05-18,75.964
Fataki,2026-05-18,81.236
Drodro,2026-05-18,58.572
Tchomia,2026-05-18,71.54
Rethy,2026-05-18,122.129
Nyankunde,2026-05-18,33.084
Nizi,2026-05-18,30.598
Bambu,2026-05-18,41.318
Kilo,2026-05-18,37.958
Mongbwalu,2026-05-18,99.224
Komanda,2026-05-18,67.587
Gety,2026-05-18,54.867
Boga,2026-05-18,90.232
Nia Nia,2026-05-18,262.259
Mandima,2026-05-18,133.556
Lolwa,2026-05-18,72.325
Lita,2026-05-18,26.948
Boma Mangbetu,2026-05-18,441.173
Isiro,2026-05-18,515.725
Wamba,2026-05-18,447.215
Doruma,2026-05-18,689.793
Pawa,2026-05-18,479.196
Niangara,2026-05-18,494.636
Rungu,2026-05-18,378.922
Mambasa,2026-05-18,178.857
Rimba,2026-05-18,134.544
Logo,2026-05-18,141.782
Angumu,2026-05-18,180.473
Nyarambe,2026-05-18,209.329
Mahagi,2026-05-18,168.378
Makoro,2026-05-18,204.85
Kambala,2026-05-18,123.053
Biringi,2026-05-18,142.306
Laybo,2026-05-18,266.714
Ariwara,2026-05-18,243.519
Adi,2026-05-18,285.818
Aru,2026-05-18,209.69
Adja,2026-05-18,205.999
Aungba,2026-05-18,166.274
Faradje,2026-05-18,326.52
Gombari,2026-05-18,288.325
Dungu,2026-05-18,416.104
Watsa,2026-05-18,168.911
Demba,2026-05-18,1463.773
Mutoto,2026-05-18,1405.429
Lubunga (Kasaï-Central),2026-05-18,1339.445
Kananga,2026-05-18,1400.965
Maluku 2,2026-05-18,2438.107
Nselo,2026-05-18,2674.69
Lomela,2026-05-18,1190.177
Nioki,2026-05-18,2356.813
Bolobo,2026-05-18,2668.326
Mushie,2026-05-18,2524.08
Kwamouth,2026-05-18,2475.006
Mokala,2026-05-18,2125.869
Kisanji,2026-05-18,1984.249
Lukonga,2026-05-18,1393.873
Tunda,2026-05-18,954.376
Bosobolo,2026-05-18,1625.52
Businga,2026-05-18,1374.551
Boto,2026-05-18,1766.691
Lisala,2026-05-18,1355.431
Ndage,2026-05-18,1450.283
Mwela Lembwa,2026-05-18,2227.444
Kingabwa,2026-05-18,2478.755
Likati,2026-05-18,999.122
Yahuma,2026-05-18,931.789
Ikela,2026-05-18,1108.487
Lubunga (Tshopo),2026-05-18,683.562
Ubundu,2026-05-18,787.96
Kailo,2026-05-18,855.495
Ototo,2026-05-18,1353.453
Tshumbe,2026-05-18,1166.173
Lusangi,2026-05-18,700.701
Bobozo,2026-05-18,1403.72
Punia,2026-05-18,620.633
Kyondo,2026-05-18,30.462
Mabalako,2026-05-18,46.456
Biena,2026-05-18,62.563
Masereka,2026-05-18,58.731
Lubero,2026-05-18,102.177
Manguredjipa,2026-05-18,108.605
Mutwanga,2026-05-18,109.488
Kamango,2026-05-18,144.098
Oicha,2026-05-18,100.687
Binza,2026-05-18,133.749
Rwanguba,2026-05-18,85.073
Rutshuru,2026-05-18,63.754
Birambizo,2026-05-18,82.055
Beni,2026-05-18,56.666
Vuhovi,2026-05-18,12.276
Musienene,2026-05-18,88.732
Butembo,2026-05-18,9.252
Katwa,2026-05-18,9.291
Kayna,2026-05-18,130.266
Goma,2026-05-18,309.509
Karisimbi,2026-05-18,9.047
Kibua,2026-05-18,135.184
Masisi,2026-05-18,84.837
Mweso,2026-05-18,99.796
Kirotshe,2026-05-18,26.589
Pinga,2026-05-18,155.239
Walikale,2026-05-18,308.19
Kibirizi,2026-05-18,185.532
Kalunguta,2026-05-18,60.569
Alimbongo,2026-05-18,85.836
Nyiragongo,2026-05-18,34.033
Katoyi,2026-05-18,64.249
Bambo,2026-05-18,93.681
Itebero,2026-05-18,273.072
Mwana,2026-05-18,305.251
Kaziba,2026-05-18,290.912
Nyantende,2026-05-18,236.755
Nyangezi,2026-05-18,256.995
Kabare,2026-05-18,258.698
Mubumbano,2026-05-18,279.786
Walungu,2026-05-18,256.65
Haut Plateau,2026-05-18,366.076
Kaniola,2026-05-18,292.823
Kalonge,2026-05-18,298.616
Bunyakiri,2026-05-18,320.344
Uvira,2026-05-18,341.053
Kitutu,2026-05-18,496.045
Kamituga,2026-05-18,413.58
Itombwe,2026-05-18,509.157
Minembwe,2026-05-18,510.636
Nundu,2026-05-18,403.907
Ruzizi,2026-05-18,309.925
Lemera,2026-05-18,308.709
Fizi,2026-05-18,524.503
Shabunda,2026-05-18,580.9
Lulingu,2026-05-18,552.335
Kalole,2026-05-18,512.601
Mwenga,2026-05-18,342.501
Mulungu,2026-05-18,397.7
Bagira,2026-05-18,230.346
Kadutu,2026-05-18,227.101
Ibanda,2026-05-18,224.279
Katana,2026-05-18,144.678
Lualaba,2026-05-18,1922.082
Kafakumba,2026-05-18,1592.917
Kanzenze,2026-05-18,1726.623
Kasaji,2026-05-18,1913.717
Dilolo,2026-05-18,1847.446
Sandoa,2026-05-18,1786.136
Kalamba,2026-05-18,1492.706
Lubudi,2026-05-18,1853.172
Bunkeya,2026-05-18,1493.268
Fungurume,2026-05-18,1581.042
Kambove,2026-05-18,1555.648
Lubumbashi,2026-05-18,1661.221
Kisanga,2026-05-18,1698.243
Katuba,2026-05-18,1701.907
Mumbunda,2026-05-18,1678.569
Kipushi,2026-05-18,1688.117
Sakania,2026-05-18,1967.775
Kafubu,2026-05-18,1710.416
Kilela Balanda,2026-05-18,1634.0
Manika,2026-05-18,1637.684
Vangu,2026-05-18,1659.619
Kowe,2026-05-18,1658.508
Mitwaba,2026-05-18,1253.647
Gombe,2026-05-18,2485.726
Minova,2026-05-18,72.355
Kalehe,2026-05-18,150.325
Miti Murhesa,2026-05-18,255.092
Idjwi,2026-05-18,
Aba,2026-05-18,299.692
Masina 2,2026-05-18,2472.998
Kapanga,2026-05-18,1606.033
Dilala,2026-05-18,1847.168
Mutshatsha,2026-05-18,1877.006
Kikula,2026-05-18,1526.144
Kimbi Lulenge,2026-05-18,577.809
Ferekeni,2026-05-18,595.215
Wapinda,2026-05-18,1159.748
Likasi,2026-05-18,1537.167
Kasenga,2026-05-18,1778.65
Ntandembelo,2026-05-18,2107.332
Yumbi,2026-05-18,2592.65
Tshudi Loto,2026-05-18,1396.338
Kiri,2026-05-18,1983.18
Busanga,2026-05-18,1269.167
Yalifafu,2026-05-18,1186.441
Dekese,2026-05-18,1529.044
Mimia,2026-05-18,2115.838
Makanza,2026-05-18,1740.345
Bomongo,2026-05-18,1959.976
Mampoko,2026-05-18,1740.345
Pendjwa,2026-05-18,1830.897
Bokungu,2026-05-18,1319.249
Wema,2026-05-18,1571.804
Befale,2026-05-18,1367.364
Lotumbe,2026-05-18,1782.45
Monkoto,2026-05-18,1645.901
Djombo,2026-05-18,1485.529
Bongandanga,2026-05-18,1277.827
Lingomo,2026-05-18,1195.399
Basankusu,2026-05-18,1577.485
Boende,2026-05-18,1460.016
Mompono,2026-05-18,1227.4
Monieka,2026-05-18,1491.247
Banzow Moke,2026-05-18,1966.23
Inongo,2026-05-18,1912.683
Wangata,2026-05-18,1869.979
Bolenge,2026-05-18,1863.267
Bolomba,2026-05-18,1710.292
Ingende,2026-05-18,1680.862
Iboko,2026-05-18,1748.271
Irebu,2026-05-18,2166.166
Mbandaka,2026-05-18,1876.062
Lukolela,2026-05-18,2144.9
Bikoro,2026-05-18,1807.909
Ntondo,2026-05-18,2113.257
Lilanga Bobangi,2026-05-18,1868.314
Wembo Nyama,2026-05-19,1089.928
Kole,2026-05-19,1359.464
Pania Mutombo,2026-05-19,1229.177
Minga,2026-05-19,1212.696
Lusambo,2026-05-19,1367.296
Dikungu,2026-05-19,1205.572
Vanga Kete,2026-05-19,1174.085
Lodja,2026-05-19,1171.352
Omendjadi,2026-05-19,1218.016
Djalo Ndjeka,2026-05-19,1065.087
Katako Kombe,2026-05-19,941.25
Bena Dibele,2026-05-19,1270.114
Kamiji,2026-05-19,1287.0
Citenge,2026-05-19,1208.286
Miabi,2026-05-19,1277.262
Ngandajika,2026-05-19,1213.603
Mulumba,2026-05-19,1197.045
Tshilenge,2026-05-19,1204.426
Cilundu,2026-05-19,1274.368
Lubao,2026-05-19,923.495
Kalonda Est,2026-05-19,1087.406
Kabinda,2026-05-19,1089.402
Ludimbi Lukula,2026-05-19,1099.057
Kalambayi Kabanga,2026-05-19,1190.934
Makota,2026-05-19,1291.786
Mweneditu,2026-05-19,1289.206
Wikong,2026-05-19,1377.286
Luputa,2026-05-19,1321.117
Kanda Kanda,2026-05-19,1251.866
Bonzola,2026-05-19,1220.861
Dibindi,2026-05-19,1217.088
Kansele,2026-05-19,1219.627
Muya,2026-05-19,1222.378
Diulu,2026-05-19,1222.193
Bipemba,2026-05-19,1224.428
Mpokolo,2026-05-19,1227.903
Nzaba,2026-05-19,1227.304
Kabeya Kamwanga,2026-05-19,1284.223
Mukumbi,2026-05-19,1258.946
Lukelenge,2026-05-19,1222.343
Tshishimbi,2026-05-19,1237.472
Lubilanji,2026-05-19,1217.715
Kamana,2026-05-19,949.722
Kasansa,2026-05-19,1217.587
Bibanga,2026-05-19,1156.542
Kalenda,2026-05-19,1357.634
Tshofa,2026-05-19,1010.232
Pimu,2026-05-19,1393.963
Nyanga,2026-05-19,1711.841
Kalonda Ouest,2026-05-19,1659.274
Kamonia,2026-05-19,1706.437
Mutena,2026-05-19,1670.372
Banga Lubaka,2026-05-19,1792.394
Kamwesha,2026-05-19,1600.655
Mweka,2026-05-19,1646.744
Moba,2026-05-19,1131.079
Bogosenubea,2026-05-19,1626.568
Muanda,2026-05-19,3016.548
Kitona,2026-05-19,3042.286
Boma,2026-05-19,2930.568
Boma Bungu,2026-05-19,2926.814
Seke Banza,2026-05-19,2896.93
Inga,2026-05-19,2868.73
Lukula,2026-05-19,2998.213
Tshela,2026-05-19,3040.839
Vaku,2026-05-19,2993.026
Kizu,2026-05-19,3030.466
Kibunzi,2026-05-19,2878.122
Luozi,2026-05-19,2824.932
Kimpangu,2026-05-19,2691.328
Ngidinga,2026-05-19,2672.485
Boko Kivulu,2026-05-19,2630.199
Mbanza Ngungu,2026-05-19,2634.651
Kwilu Ngongo,2026-05-19,2659.184
Kisantu,2026-05-19,2608.596
Mikope,2026-05-19,1868.568
Oshwe,2026-05-19,2228.596
Bosobe,2026-05-19,2424.822
Bokoro,2026-05-19,2345.92
Masi Manimba,2026-05-19,2141.826
Yasa Bonga,2026-05-19,2166.513
Idiofa,2026-05-19,1941.348
Ipamu,2026-05-19,2046.233
Koshibanda,2026-05-19,1916.681
Kingandu,2026-05-19,2035.393
Bulungu,2026-05-19,2040.765
Bagata,2026-05-19,2214.626
Bandundu,2026-05-19,2344.55
Kajiji,2026-05-19,2109.908
Kikwit Nord,2026-05-19,1971.48
Lusanga,2026-05-19,1990.35
Feshi,2026-05-19,2183.802
Wamba Lwadi,2026-05-19,2291.867
Panzi,2026-05-19,2202.707
Tembo,2026-05-19,2417.51
Moanza,2026-05-19,2141.392
Kimbao,2026-05-19,2288.324
Kenge,2026-05-19,2208.344
Boko,2026-05-19,2275.182
Viadana,2026-05-19,538.341
Poko,2026-05-19,583.795
Basali,2026-05-19,889.257
Basoko,2026-05-19,931.55
Bengamisa,2026-05-19,726.179
Yakusu,2026-05-19,724.544
Yahisuli,2026-05-19,869.949
Yabaondo,2026-05-19,831.78
Isangi,2026-05-19,773.411
Yaleko,2026-05-19,910.383
Banalia,2026-05-19,672.69
Bafwasende,2026-05-19,451.18
Bafwagbogbo,2026-05-19,490.021
Buta,2026-05-19,890.261
Titule,2026-05-19,734.801
Ganga,2026-05-19,664.036
Vanga,2026-05-19,2104.345
Djuma,2026-05-19,2116.342
Sia,2026-05-19,2209.376
Mungindu,2026-05-19,1946.26
Kimputu,2026-05-19,2049.729
Mosango,2026-05-19,2069.399
Pay Kongila,2026-05-19,2014.065
Matadi,2026-05-19,2816.048
Nzanza,2026-05-19,2820.088
Ndjili,2026-05-19,2472.403
Mont Ngafula 1,2026-05-19,2496.896
Biyela,2026-05-19,2478.72
Kikimi,2026-05-19,2482.268
Lemba,2026-05-19,2480.706
Matete,2026-05-19,2474.19
Kisenso,2026-05-19,2477.416
Lingwala,2026-05-19,2483.132
Barumbu,2026-05-19,2483.543
Kinshasa,2026-05-19,2481.836
Limete,2026-05-19,2477.76
Kalamu 2,2026-05-19,2480.908
Kalamu 1,2026-05-19,2479.313
Bumbu,2026-05-19,2487.696
Makala,2026-05-19,2480.548
Ngaba,2026-05-19,2477.688
Bandalungwa,2026-05-19,2485.3
Selembao,2026-05-19,2483.32
Masina 1,2026-05-19,2468.24
Kintambo,2026-05-19,2487.336
Kasa Vubu,2026-05-19,2482.479
Ngiri Ngiri,2026-05-19,2484.406
Binza Meteo,2026-05-19,2493.398
Binza Ozone,2026-05-19,2494.092
Kikongo,2026-05-19,2298.295
Mont Ngafula 2,2026-05-19,2500.153
Sona Bata,2026-05-19,2576.439
Nsele,2026-05-19,2463.088
Kanzala,2026-05-19,1651.873
Tshikapa,2026-05-19,1693.374
Kingasani,2026-05-19,2466.993
Kimbanseke,2026-05-19,2475.754
Bwamanda,2026-05-19,1663.436
Kungu,2026-05-19,1705.1
Loko,2026-05-19,1486.498
Bangabola,2026-05-19,1655.063
Boso Mondanda,2026-05-19,1547.853
Budjala,2026-05-19,1624.272
Binga,2026-05-19,1483.394
Yamaluka,2026-05-19,1256.601
Boso Manzi,2026-05-19,1382.741
Karawa,2026-05-19,1556.665
Bominenge,2026-05-19,1572.63
Gemena,2026-05-19,1602.263
Mbaya,2026-05-19,1506.571
Bulu,2026-05-19,1534.095
Tandala,2026-05-19,1651.796
Kibombo,2026-05-19,910.125
Kindu,2026-05-19,796.157
Alunguli,2026-05-19,790.59
Kokolo,2026-05-19,2484.922
Police,2026-05-19,2483.85
Makiso Kisangani,2026-05-19,646.502
Mangobo,2026-05-19,673.868
Kabondo,2026-05-19,666.495
Tshopo,2026-05-19,695.141
Kaniama,2026-05-19,1404.296
Kalemie,2026-05-19,836.378
Kansimba,2026-05-19,946.4
Butumba,2026-05-19,1845.641
Kinkondja,2026-05-19,1225.511
Baka,2026-05-19,1619.234
Kiambi,2026-05-19,986.244
Manono,2026-05-19,1056.835
Samba,2026-05-19,755.285
Kasongo,2026-05-19,729.149
Kunda,2026-05-19,879.929
Saramabila,2026-05-19,640.946
Kampene,2026-05-19,752.813
Nyemba,2026-05-19,659.913
Nyunzu,2026-05-19,824.102
Kabambare,2026-05-19,659.247
Pangi,2026-05-19,700.3
Kalima,2026-05-19,677.225
Yalimbongo,2026-05-19,1020.166
Aketi,2026-05-19,1059.645
Lolo,2026-05-19,1103.291
Yamongili,2026-05-19,1197.717
Abuzi,2026-05-19,1302.296
Yambuku,2026-05-19,1224.253
Wasolo,2026-05-19,1269.014
Bosondjo,2026-05-19,1258.821
Bumba,2026-05-19,1163.574
Mondombe,2026-05-19,1119.914
Djolu,2026-05-19,1169.195
Opienge,2026-05-19,511.066
Obokote,2026-05-19,406.727
Lowa,2026-05-19,594.737
Wanierukula,2026-05-19,642.101
Lubutu,2026-05-19,471.833
Kitenda,2026-05-19,2328.808
Kasongo Lunda,2026-05-19,2363.3
Popokabaka,2026-05-19,2426.632
Kimvula,2026-05-19,2497.584
Maluku 1,2026-05-19,2341.034
Kimpese,2026-05-19,2708.917
Nsona Mpangu,2026-05-19,2770.058
Kangu,2026-05-19,2990.833
Kuimba,2026-05-19,3042.96
Kinkonzi,2026-05-19,2973.268
Mangembo,2026-05-19,2753.13
Gombe Matadi,2026-05-19,2658.832
Massa,2026-05-19,2572.504
Bokonzi,2026-05-19,1733.04
Mawuya,2026-05-19,1726.05
Zongo,2026-05-19,1723.177
Libenge,2026-05-19,1679.283
Bili (Nord-Ubangi),2026-05-19,1607.369
Gbadolite,2026-05-19,1435.317
Mobayi Mbongo,2026-05-19,1364.943
Yakoma,2026-05-19,1256.938
Monga,2026-05-19,1171.658
Bondo,2026-05-19,1118.18
Bili (Bas-Uele),2026-05-19,961.269
Ango,2026-05-19,864.009
Opala,2026-05-19,988.754
Kahemba,2026-05-19,2108.809
Gungu,2026-05-19,1949.117
Kitangwa,2026-05-19,1801.171
Mukedi,2026-05-19,1795.129
Kongolo,2026-05-19,809.23
Mbulula,2026-05-19,894.07
Kabalo,2026-05-19,937.429
Bukama,2026-05-19,1747.56
Kabondo Dianda,2026-05-19,1296.535
Kabongo,2026-05-19,1244.855
Songa,2026-05-19,1326.359
Kayamba,2026-05-19,1266.469
Kitenge,2026-05-19,1107.325
Ankoro,2026-05-19,1148.297
Mulongo,2026-05-19,1097.991
Lwamba,2026-05-19,1183.48
Mukanga,2026-05-19,1179.769
Malemba Nkulu,2026-05-19,1216.725
Kinda,2026-05-19,1669.835
Kamina,2026-05-19,1586.688
Kikwit Sud,2026-05-19,1971.896
Kenya,2026-05-19,1701.404
Kamalondo,2026-05-19,1688.17
Tshamilemba,2026-05-19,1671.996
Pweto,2026-05-19,1099.814
Lukafu,2026-05-19,1501.458
Mufunga Sampwe,2026-05-19,1385.781
Kilwa,2026-05-19,1246.731
Kapolowe,2026-05-19,1588.058
Panda,2026-05-19,1601.18
Kashobwe,2026-05-19,1367.234
Kampemba,2026-05-19,1711.224
Ruashi,2026-05-19,1713.46
Bena Tshadi,2026-05-19,1520.189
Yangala,2026-05-19,1387.359
Ilebo,2026-05-19,1757.36
Luebo,2026-05-19,1553.55
Bena Leka,2026-05-19,1543.921
Muetshi,2026-05-19,1454.317
Tshikula,2026-05-19,1336.721
Dibaya,2026-05-19,1327.473
Kalomba,2026-05-19,1655.64
Tshibala,2026-05-19,1609.558
Mushenge,2026-05-19,1702.66
Bulape,2026-05-19,1679.548
Masuika,2026-05-19,1502.508
Luiza,2026-05-19,1444.717
Katoka,2026-05-19,1406.86
Ndesha,2026-05-19,1401.997
Tshikaji,2026-05-19,1398.922
Bilomba,2026-05-19,1497.409
Ndekesha,2026-05-19,1509.746
Bunkonde,2026-05-19,1381.563
Mikalayi,2026-05-19,1445.682
Luambo,2026-05-19,1676.415
Katende,2026-05-19,1356.642
Ndjoko Mpunda,2026-05-19,1620.772
Lubondaie,2026-05-19,1369.765
Kakenge,2026-05-19,1644.719
Rwampara,2026-05-19,33.084
Bunia,2026-05-19,41.63
Jiba,2026-05-19,112.036
Linga,2026-05-19,113.071
Mangala,2026-05-19,79.318
Damas,2026-05-19,75.964
Fataki,2026-05-19,81.236
Drodro,2026-05-19,58.572
Tchomia,2026-05-19,71.54
Rethy,2026-05-19,122.129
Nyankunde,2026-05-19,33.084
Nizi,2026-05-19,30.598
Bambu,2026-05-19,41.318
Kilo,2026-05-19,37.958
Mongbwalu,2026-05-19,99.224
Komanda,2026-05-19,67.587
Gety,2026-05-19,54.867
Boga,2026-05-19,90.232
Nia Nia,2026-05-19,262.259
Mandima,2026-05-19,133.556
Lolwa,2026-05-19,72.325
Lita,2026-05-19,26.948
Boma Mangbetu,2026-05-19,441.173
Isiro,2026-05-19,515.725
Wamba,2026-05-19,447.215
Doruma,2026-05-19,689.793
Pawa,2026-05-19,479.196
Niangara,2026-05-19,494.636
Rungu,2026-05-19,378.922
Mambasa,2026-05-19,178.857
Rimba,2026-05-19,134.544
Logo,2026-05-19,141.782
Angumu,2026-05-19,180.473
Nyarambe,2026-05-19,209.329
Mahagi,2026-05-19,168.378
Makoro,2026-05-19,204.85
Kambala,2026-05-19,123.053
Biringi,2026-05-19,142.306
Laybo,2026-05-19,266.714
Ariwara,2026-05-19,243.519
Adi,2026-05-19,285.818
Aru,2026-05-19,209.69
Adja,2026-05-19,205.999
Aungba,2026-05-19,166.274
Faradje,2026-05-19,326.52
Gombari,2026-05-19,288.325
Dungu,2026-05-19,416.104
Watsa,2026-05-19,168.911
Demba,2026-05-19,1463.773
Mutoto,2026-05-19,1405.429
Lubunga (Kasaï-Central),2026-05-19,1339.445
Kananga,2026-05-19,1400.965
Maluku 2,2026-05-19,2438.107
Nselo,2026-05-19,2674.69
Lomela,2026-05-19,1190.177
Nioki,2026-05-19,2356.813
Bolobo,2026-05-19,2668.326
Mushie,2026-05-19,2524.08
Kwamouth,2026-05-19,2475.006
Mokala,2026-05-19,2125.869
Kisanji,2026-05-19,1984.249
Lukonga,2026-05-19,1393.873
Tunda,2026-05-19,954.376
Bosobolo,2026-05-19,1625.52
Businga,2026-05-19,1374.551
Boto,2026-05-19,1766.691
Lisala,2026-05-19,1355.431
Ndage,2026-05-19,1450.283
Mwela Lembwa,2026-05-19,2227.444
Kingabwa,2026-05-19,2478.755
Likati,2026-05-19,999.122
Yahuma,2026-05-19,931.789
Ikela,2026-05-19,1108.487
Lubunga (Tshopo),2026-05-19,683.562
Ubundu,2026-05-19,787.96
Kailo,2026-05-19,855.495
Ototo,2026-05-19,1353.453
Tshumbe,2026-05-19,1166.173
Lusangi,2026-05-19,700.701
Bobozo,2026-05-19,1403.72
Punia,2026-05-19,620.633
Kyondo,2026-05-19,30.462
Mabalako,2026-05-19,46.456
Biena,2026-05-19,62.563
Masereka,2026-05-19,58.731
Lubero,2026-05-19,102.177
Manguredjipa,2026-05-19,108.605
Mutwanga,2026-05-19,109.488
Kamango,2026-05-19,144.098
Oicha,2026-05-19,100.687
Binza,2026-05-19,133.749
Rwanguba,2026-05-19,85.073
Rutshuru,2026-05-19,63.754
Birambizo,2026-05-19,82.055
Beni,2026-05-19,56.666
Vuhovi,2026-05-19,12.276
Musienene,2026-05-19,88.732
Butembo,2026-05-19,9.252
Katwa,2026-05-19,9.291
Kayna,2026-05-19,130.266
Goma,2026-05-19,309.509
Karisimbi,2026-05-19,9.047
Kibua,2026-05-19,135.184
Masisi,2026-05-19,84.837
Mweso,2026-05-19,99.796
Kirotshe,2026-05-19,26.589
Pinga,2026-05-19,155.239
Walikale,2026-05-19,308.19
Kibirizi,2026-05-19,185.532
Kalunguta,2026-05-19,60.569
Alimbongo,2026-05-19,85.836
Nyiragongo,2026-05-19,34.033
Katoyi,2026-05-19,64.249
Bambo,2026-05-19,93.681
Itebero,2026-05-19,273.072
Mwana,2026-05-19,305.251
Kaziba,2026-05-19,290.912
Nyantende,2026-05-19,236.755
Nyangezi,2026-05-19,256.995
Kabare,2026-05-19,258.698
Mubumbano,2026-05-19,279.786
Walungu,2026-05-19,256.65
Haut Plateau,2026-05-19,366.076
Kaniola,2026-05-19,292.823
Kalonge,2026-05-19,298.616
Bunyakiri,2026-05-19,320.344
Uvira,2026-05-19,341.053
Kitutu,2026-05-19,496.045
Kamituga,2026-05-19,413.58
Itombwe,2026-05-19,509.157
Minembwe,2026-05-19,510.636
Nundu,2026-05-19,403.907
Ruzizi,2026-05-19,309.925
Lemera,2026-05-19,308.709
Fizi,2026-05-19,524.503
Shabunda,2026-05-19,580.9
Lulingu,2026-05-19,552.335
Kalole,2026-05-19,512.601
Mwenga,2026-05-19,342.501
Mulungu,2026-05-19,397.7
Bagira,2026-05-19,230.346
Kadutu,2026-05-19,227.101
Ibanda,2026-05-19,224.279
Katana,2026-05-19,144.678
Lualaba,2026-05-19,1922.082
Kafakumba,2026-05-19,1592.917
Kanzenze,2026-05-19,1726.623
Kasaji,2026-05-19,1913.717
Dilolo,2026-05-19,1847.446
Sandoa,2026-05-19,1786.136
Kalamba,2026-05-19,1492.706
Lubudi,2026-05-19,1853.172
Bunkeya,2026-05-19,1493.268
Fungurume,2026-05-19,1581.042
Kambove,2026-05-19,1555.648
Lubumbashi,2026-05-19,1661.221
Kisanga,2026-05-19,1698.243
Katuba,2026-05-19,1701.907
Mumbunda,2026-05-19,1678.569
Kipushi,2026-05-19,1688.117
Sakania,2026-05-19,1967.775
Kafubu,2026-05-19,1710.416
Kilela Balanda,2026-05-19,1634.0
Manika,2026-05-19,1637.684
Vangu,2026-05-19,1659.619
Kowe,2026-05-19,1658.508
Mitwaba,2026-05-19,1253.647
Gombe,2026-05-19,2485.726
Minova,2026-05-19,72.355
Kalehe,2026-05-19,150.325
Miti Murhesa,2026-05-19,255.092
Idjwi,2026-05-19,
Aba,2026-05-19,299.692
Masina 2,2026-05-19,2472.998
Kapanga,2026-05-19,1606.033
Dilala,2026-05-19,1847.168
Mutshatsha,2026-05-19,1877.006
Kikula,2026-05-19,1526.144
Kimbi Lulenge,2026-05-19,577.809
Ferekeni,2026-05-19,595.215
Wapinda,2026-05-19,1159.748
Likasi,2026-05-19,1537.167
Kasenga,2026-05-19,1778.65
Ntandembelo,2026-05-19,2107.332
Yumbi,2026-05-19,2592.65
Tshudi Loto,2026-05-19,1396.338
Kiri,2026-05-19,1983.18
Busanga,2026-05-19,1269.167
Yalifafu,2026-05-19,1186.441
Dekese,2026-05-19,1529.044
Mimia,2026-05-19,2115.838
Makanza,2026-05-19,1740.345
Bomongo,2026-05-19,1959.976
Mampoko,2026-05-19,1740.345
Pendjwa,2026-05-19,1830.897
Bokungu,2026-05-19,1319.249
Wema,2026-05-19,1571.804
Befale,2026-05-19,1367.364
Lotumbe,2026-05-19,1782.45
Monkoto,2026-05-19,1645.901
Djombo,2026-05-19,1485.529
Bongandanga,2026-05-19,1277.827
Lingomo,2026-05-19,1195.399
Basankusu,2026-05-19,1577.485
Boende,2026-05-19,1460.016
Mompono,2026-05-19,1227.4
Monieka,2026-05-19,1491.247
Banzow Moke,2026-05-19,1966.23
Inongo,2026-05-19,1912.683
Wangata,2026-05-19,1869.979
Bolenge,2026-05-19,1863.267
Bolomba,2026-05-19,1710.292
Ingende,2026-05-19,1680.862
Iboko,2026-05-19,1748.271
Irebu,2026-05-19,2166.166
Mbandaka,2026-05-19,1876.062
Lukolela,2026-05-19,2144.9
Bikoro,2026-05-19,1807.909
Ntondo,2026-05-19,2113.257
Lilanga Bobangi,2026-05-19,1868.314
Wembo Nyama,2026-05-20,1089.928
Kole,2026-05-20,1359.464
Pania Mutombo,2026-05-20,1229.177
Minga,2026-05-20,1212.696
Lusambo,2026-05-20,1367.296
Dikungu,2026-05-20,1205.572
Vanga Kete,2026-05-20,1174.085
Lodja,2026-05-20,1171.352
Omendjadi,2026-05-20,1218.016
Djalo Ndjeka,2026-05-20,1065.087
